DATE,RPI,UNRATE,PCE,FEDFUNDS,CPI,INDPRO,SP500,MPS
7/1/2017,16698.803,4.3,99.996,1.15,244.243,100.0865,2454.1,-0.01319881
8/1/2017,16729.216,4.4,100.008,1.16,245.183,99.6323,2456.22,0
9/1/2017,16774.796,4.3,100.555,1.15,246.435,99.7482,2492.84,0.04200895
10/1/2017,16841.324,4.2,100.65,1.15,246.626,100.9893,2557,0
11/1/2017,16883.564,4.2,101.202,1.16,247.284,101.2493,2593.61,0.00182186
12/1/2017,16919.258,4.1,101.992,1.3,247.805,101.4871,2664.34,-0.00584415
1/1/2018,16938.615,4,101.886,1.41,248.859,101.4852,2789.8,0.00513021
2/1/2018,16963.881,4.1,101.931,1.42,249.529,101.7319,2705.16,0
3/1/2018,17008.963,4,102.226,1.51,249.577,102.1943,2702.77,-0.00152057
4/1/2018,17028.008,4,102.318,1.69,250.227,103.3551,2653.63,0
5/1/2018,17072.967,3.8,102.633,1.7,250.792,102.381,2701.49,-0.00520895
6/1/2018,17140.662,4,102.732,1.82,251.018,103.2256,2754.35,0.01793146
7/1/2018,17219.586,3.8,102.95,1.91,251.214,103.3561,2793.64,0
8/1/2018,17282.357,3.8,103.167,1.91,251.663,104.0585,2857.82,-0.00297867
9/1/2018,17275.742,3.7,102.983,1.95,252.182,104.1038,2901.5,0.001063
10/1/2018,17300.819,3.8,103.284,2.19,252.772,103.9297,2785.46,0
11/1/2018,17339.645,3.8,103.835,2.2,252.594,104.0126,2723.23,0.00416709
12/1/2018,17538.653,3.9,102.947,2.27,252.767,104.0451,2567.31,0.02319353
1/1/2019,17612.196,4,103.243,2.4,252.561,103.3598,2607.39,-0.02494451
2/1/2019,17652.296,3.8,103.294,2.4,253.319,102.8251,2754.86,0
3/1/2019,17683.871,3.8,104.019,2.41,254.277,102.8361,2803.98,-0.03277562
4/1/2019,17673.034,3.7,104.028,2.42,255.233,102.2748,2903.8,0
5/1/2019,17679.59,3.6,104.413,2.39,255.296,102.4176,2854.71,-0.04719874
6/1/2019,17707.372,3.6,104.766,2.38,255.213,102.5425,2890.17,-0.06827621
7/1/2019,17701.297,3.7,105.261,2.4,255.802,102.0057,2996.11,0.04801467
8/1/2019,17779.85,3.6,105.665,2.13,256.036,102.7814,2897.5,0
9/1/2019,17812.342,3.5,105.836,2.04,256.43,102.4601,2982.16,0.03148517
10/1/2019,17847.211,3.6,105.843,1.83,257.155,101.5878,2977.68,0.01160735
11/1/2019,17908.82,3.6,106.412,1.55,257.879,102.1494,3104.9,0
12/1/2019,17826.208,3.6,106.584,1.55,258.63,101.9421,3176.75,-0.00362073
1/1/2020,18013.411,3.6,106.973,1.55,259.127,101.3372,3278.2,0.00889675
2/1/2020,18092.039,3.5,106.775,1.58,259.25,101.6718,3277.31,0
3/1/2020,17826.451,4.4,99.689,0.65,258.076,97.606,2652.39,-0.19555916
4/1/2020,19996.926,14.8,88.685,0.05,256.032,84.6812,2761.98,-0.01422855
5/1/2020,19138.916,13.2,95.972,0.05,255.802,86.0108,2919.62,0
6/1/2020,19124.902,11,101.376,0.08,257.042,91.6745,3104.66,-0.00227921
7/1/2020,19305.192,10.2,102.946,0.09,258.352,95.0037,3207.62,-0.0041468
8/1/2020,18667.437,8.4,103.711,0.1,259.316,95.9294,3391.71,0
9/1/2020,18788.689,7.8,105.134,0.09,259.997,95.8914,3365.52,-0.00094649
10/1/2020,18773.113,6.9,105.438,0.09,260.319,96.5256,3418.7,0
11/1/2020,18608.793,6.7,105.171,0.09,260.911,96.9529,3548.99,-0.00110668
12/1/2020,18672.834,6.7,105.585,0.09,262.045,98.2039,3695.31,0.00025959
1/1/2021,20516.535,6.4,107.003,0.09,262.639,98.8135,3793.75,0.00178298
2/1/2021,19014.309,6.2,105.93,0.08,263.573,95.5072,3883.43,0
3/1/2021,22850.332,6.1,110.495,0.07,264.847,98.1929,3910.51,-0.00816395
4/1/2021,19780.681,6.1,111.294,0.07,266.625,98.3317,4141.18,-0.00450365
5/1/2021,19306.581,5.8,110.972,0.06,268.404,99.1867,4167.85,0
6/1/2021,19243.959,5.9,112.009,0.08,270.71,99.6483,4238.49,0.02260112
7/1/2021,19361.467,5.4,111.745,0.1,271.965,100.0668,4363.71,0.00221336
8/1/2021,19330.006,5.1,112.437,0.09,272.752,100.0412,4454.21,0
9/1/2021,19155.765,4.7,112.695,0.08,273.942,98.9955,4445.54,0
10/1/2021,19182.483,4.5,113.457,0.08,276.528,100.3542,4460.71,0
11/1/2021,19147.588,4.2,113.717,0.08,278.824,101.2684,4667.39,0.00596157
12/1/2021,19089.391,3.9,113.373,0.08,280.806,101.1948,4674.77,0.03552127
1/1/2022,18997.378,4,113.561,0.08,282.542,101.2146,4573.82,-0.00795803
2/1/2022,19008.845,3.8,113.628,0.08,284.525,101.8458,4435.98,0
3/1/2022,18931.712,3.7,114.179,0.2,287.467,102.6732,4391.27,0.09831256
4/1/2022,18942.326,3.7,114.623,0.33,288.582,102.9024,4391.3,0
5/1/2022,18909.341,3.6,114.424,0.77,291.299,102.9659,4040.36,-0.03187379
6/1/2022,18825.482,3.6,114.5,1.21,295.072,102.8224,3898.95,0.0764084
7/1/2022,18998.214,3.5,114.445,1.68,294.94,103.0505,3911.73,-0.00573564
8/1/2022,19062.885,3.6,115.099,2.33,295.162,103.1703,4158.56,0
9/1/2022,19110.911,3.5,115.305,2.56,296.421,103.5326,3850.52,0.09164352
10/1/2022,19153.051,3.6,115.497,3.08,297.979,103.4442,3726.05,0
11/1/2022,19149.034,3.6,115.16,3.78,298.708,103.1058,3917.49,-0.07652252
12/1/2022,19187.527,3.5,115.24,4.1,298.808,101.8266,3912.38,0.08745958
1/1/2023,19204.832,3.5,116.81,4.33,300.456,102.7476,3960.66,0
2/1/2023,19249.564,3.6,116.785,4.57,301.476,102.8003,4079.68,0.01037026
3/1/2023,19325.638,3.5,116.506,4.65,301.643,102.8143,3968.56,-0.02787335
4/1/2023,19333.172,3.4,116.9,4.83,302.858,103.2241,4121.47,0
5/1/2023,19393.909,3.6,116.971,5.06,303.316,102.9809,4146.17,0.01850483
6/1/2023,19406.746,3.6,117.095,5.08,304.099,102.3809,4345.37,0.05250713
7/1/2023,19426.368,3.5,117.614,5.12,304.615,103.0722,4508.08,0.00397215
8/1/2023,19454.499,3.7,117.637,5.33,306.138,103.0951,4457.36,0
9/1/2023,19471.74,3.8,117.931,5.33,307.374,103.3081,4409.1,0.05132388
10/1/2023,19525.659,3.9,118.174,5.33,307.653,102.5781,4269.4,0
11/1/2023,19612.051,3.7,118.685,5.33,308.087,102.8868,4460.06,-0.013891
12/1/2023,19656.809,3.8,119.362,5.33,308.735,102.6309,4685.05,-0.05166427
