time,CPI,CPICore,BPI,PPI,YWPI,HPI1,HPI2,GDPDeflator,RGDP,NGDP,FAI,RSCG,Import,Export,RailFreight,AirPassenger,PortContainer,Electricity,Steel,Cement,Vehicle,REInv,RESales,GovRev,GovExp,FDI,UnemRate,LoanRate1Y,DepositRate1Y,TBond1Y,Repo7D,USDCNY,CurrencyIndex,M0,M1,M2,Loan,TSF,SHSE,SZSE,ConsumerConfidence,BusinessConfidence,LeadingIndex,IPSalesRatio,IPDebtRatio,IPProfitMargin,IPInventoryTurnover,IPROA,INDVA
2008.166667,0.339,0.143,0.539,0.695,-0.053,-1.356,-0.143,0.297,0.336,0.633,0.644,-0.122,-12.552,-7.057,2.585,2.447,-1.582,-4.673,0.167,8.522,-2.822,-1.071,-1.268,1.419,12.637,-4.664,-0.002,-0.001,-0.006,-0.145,-0.713,-0.068,-2.128,4.965,-1.152,2.471,-1.124,-0.989,-22.945,-23.311,0.339,0.351,4.267,0.079,0.11,0.063,-1.586,0.009,-1.369
2008.25,0.052,0.008,0.375,0.466,0.069,-1.023,0.046,0.316,-0.612,-0.296,-1.31,0.263,4.4,5.432,-1.457,-0.966,-0.941,3.827,1.374,-3.65,-1.948,0.376,-10.156,-1.204,-1.616,5.086,-0.002,-0.001,-0.006,-0.078,0.627,0,0.189,-0.342,0.888,0.318,0.137,-0.078,5.7,-1.015,-0.598,-1.912,0.246,-0.852,0.09,-0.077,-1.648,-0.004,1.469
2008.333333,-0.214,-0.033,0.121,0.39,0.057,-0.447,-0.15,-0.015,-0.15,-0.165,-1.319,0.023,4.505,1.617,-1.854,-7.112,-1.324,-0.42,-0.455,0.418,-0.913,-0.886,-0.165,0.945,5.122,-6.271,-0.002,-0.001,-0.005,0.109,0.187,-0.034,0.086,0.275,-0.295,0.706,-0.174,-0.505,-7.745,-6.65,0.356,-1.908,-5.683,0.625,0.098,-0.021,-2.108,-0.002,0.323
2008.416667,0.065,0.222,0.369,0.575,0.312,-0.351,-0.222,0.005,0.31,0.315,3.535,0.18,-7.711,-6.645,0.357,-3.215,0.772,-5.668,-1.755,-1.25,3.2,-0.52,1.584,-0.746,-5.795,-5.866,-0.001,0,-0.005,0.181,0.017,-0.069,0.193,0.135,-1.84,0.218,-0.316,-0.699,-23.151,-27.772,-0.136,-1.905,-3.886,-0.231,0.063,-0.439,-3.261,-0.052,0.865
2008.5,-0.198,0.101,0.127,0.777,0.682,-0.405,-0.238,-0.118,-0.985,-1.104,-0.579,0.126,4.386,5.281,-0.696,1.741,-2.247,1.723,-1.261,-2.449,-11.952,-10.813,-10.851,-0.916,8.305,16.447,-0.001,0,-0.005,0.07,-0.313,-0.002,-0.221,0.049,-0.252,0.354,0.198,0.007,0.988,3.282,0.397,-3.634,-0.415,-0.115,0.093,-0.054,1.241,0.008,-0.557
2008.583333,-0.45,-0.045,-0.47,0.067,-0.15,-1.414,-0.332,-0.297,-0.512,-0.809,-1.388,-0.151,-4.654,-2.72,2.407,-14.296,-3.045,-3.627,-8.92,-2.34,-10.015,-1.926,-14.569,-17.095,-7.292,-18.438,-0.001,0,-0.005,0.025,0.297,0.014,1.546,-0.522,-0.818,-0.319,-0.209,-0.555,-15.102,-23.729,-0.889,-3.631,-7.92,-0.292,0.088,-0.043,-1.041,-0.005,-2.31
2008.666667,-0.466,-0.075,-0.842,-0.5,0.033,-2.585,-0.355,-0.304,-0.033,-0.337,-0.848,-0.103,-4.914,-2.27,-1.505,16.605,-1.581,-1.626,-5.472,-0.387,2.089,-1.302,8.629,-0.318,-6.476,-11.182,-0.001,-0.27,-0.004,-0.223,-0.223,0.002,1.923,-0.748,-0.997,-0.188,-0.048,-0.331,-4.864,-8.078,-0.355,-3.627,-0.244,0.059,-0.022,-1.734,-18.508,-0.259,-2.322
2008.75,-0.179,-0.251,-2.215,-1.316,-0.504,-1.7,-0.464,-0.374,-0.386,-0.76,-0.273,-0.307,2.872,0.727,-2.461,2.966,0.297,-2.617,-5.989,1.205,3.567,1.109,-9.752,0.324,5.677,-0.985,0.066,-0.539,-0.222,-0.54,-0.073,0.026,3.22,-0.587,-0.773,-0.258,-0.111,-0.446,-28.724,-27.53,-1.058,-9.69,-6.5,-0.206,-0.026,-0.046,2.489,0.002,-4.93
2008.833333,-1.085,-0.746,-3.009,-2.99,-1.694,-1.628,-0.869,-1.483,-1.261,-2.744,0.787,-0.589,-31.727,-16.775,-9.349,-0.251,-2.226,-3.066,-0.008,0.905,-12.644,-0.893,-8.464,-2.717,-2.252,-19.799,0.066,-1.079,-0.47,-0.625,-0.473,0.027,1.977,-0.182,-1.276,0.66,-1.698,-2.651,7.469,12.576,-2.648,-9.687,-7.663,-0.039,0.066,-0.023,-1.279,0.001,-6.263
2008.916667,-0.824,-0.77,-2.022,-2.564,-0.097,-1.708,-0.957,-1.324,0.557,-0.767,0.974,-1.484,-5.042,-4.947,-2.053,-0.015,1.528,-1.167,15.239,-0.554,-0.447,12.31,19.421,0.115,9.389,72.925,0.066,-0.269,-1.018,-0.883,-1.163,0.018,-2.176,2.662,1.293,0.352,1.65,2,-3.17,1.548,-3.351,-9.683,12.602,0.004,-0.919,2.557,21.741,0.294,-2.037
2009,-0.462,-0.416,-0.561,-1.31,-1.712,-0.573,-0.928,-1.049,-0.532,-1.581,-0.883,-0.823,-7.475,-12.283,0.316,-0.738,-17.536,2.035,-7.751,0.897,8.028,-13.09,10.027,-1.474,-0.595,-49.794,0.033,0.001,-0.195,-0.23,-0.563,0.022,1.382,-0.05,0.107,2.729,2.172,0.105,8.478,8.792,-0.577,2.22,0.587,0.561,0.276,-2.418,-32.531,-0.337,-2.596
2009.083333,-0.332,-0.079,-0.868,-0.972,0.42,-0.604,-0.767,-0.554,-1.111,-1.664,-2.176,-1.052,-4.133,-2.72,0.786,5.45,-3.329,0.426,3.201,6.184,8.431,0.108,-0.613,1.638,3.992,-1.151,0.033,0.002,-0.003,0.014,-0.023,0.018,2.039,-3.005,1.308,1.408,1.567,-0.627,4.088,6.677,-0.276,2.223,14.007,-0.283,0.05,-0.007,0.287,0.001,0.243
2009.166667,-0.209,-0.259,-0.336,-0.678,0.451,-0.323,-0.342,-0.376,2.112,1.736,2.753,0.321,4.727,0.988,0.844,-3.268,6.277,0.755,0.91,-5.094,6.116,0.024,13.536,-0.639,-5.503,-1.699,0.033,0.002,-0.003,-0.161,-0.013,0.016,-0.384,0.584,2.125,1.299,4.017,3.042,12.614,16.349,-0.652,2.226,4.584,-0.391,0.108,1.346,6.79,0.147,1.48
2009.25,-0.189,-0.217,-0.185,-0.408,-0.295,0.597,-0.158,-0.162,-1.015,-1.177,0.845,0.241,8.803,-0.769,1.993,-2.544,-4.5,-2.433,-1.574,6.646,9.805,-0.205,7.185,-0.752,-0.922,-8.92,0,0.002,-0.003,0.057,-0.023,0.007,-2.217,0.06,1.084,0.554,0.126,-0.415,3.868,4.542,0.185,3.096,5.09,0.278,0.123,-0.043,3.067,0.002,0.657
2009.333333,-0.184,-0.201,-0.388,-0.228,-0.243,0.473,0.041,-0.244,0.232,-0.012,1.361,0.053,0.63,-4.919,2.311,-1.587,1.414,0.874,4.588,-6.63,4.233,0.51,10.825,0.973,-5.193,1.112,0,0.002,-0.002,-0.046,-0.003,0.025,-2.939,0.267,1.131,0.503,0.247,-0.236,5.649,5.146,0.648,3.099,4.692,-0.018,0.147,-0.026,1.843,-0.002,1.737
2009.416667,-0.235,-0.142,-0.005,0.025,-0.087,0.889,0.187,-0.127,1.123,0.996,4.204,0.112,10.244,2.934,0.883,0.722,0.219,5.178,5.905,8.314,3.957,1.012,1.859,13.625,-1.226,2.969,0,0.003,-0.002,0.035,0.077,0.017,-1.812,0.254,2.458,-0.023,2.967,3.706,11.257,7.702,-0.195,3.103,3.994,0.151,-0.017,0.563,6.894,0.08,2.006
2009.5,-0.223,-0.054,0.479,0.49,-0.043,1.278,0.323,-0.157,-0.361,-0.518,-4.843,0.345,3.092,3.09,2.153,-0.342,1.401,-1.802,1.519,-2.841,5.777,-0.999,5.492,-0.253,1.819,-13.847,0,0.003,-0.002,0.414,0.547,0.018,-0.544,0.133,1.529,0.044,-0.262,0.836,13.806,13.961,1.133,3.372,0.643,-0.007,-0.022,-0.03,3.664,0.011,0.43
2009.583333,0.092,0.032,0.448,0.63,-0.015,0.831,0.481,0.099,-0.163,-0.065,-0.107,-0.15,-7.303,-1.421,0.945,1.268,0.519,2.495,0.329,1.175,2.061,1.677,1.584,-0.489,-2.53,28.389,0.001,0.003,-0.001,0.205,-0.073,0.016,-0.857,-0.149,0.72,-0.582,-0.131,0.96,-25.034,-22.211,0.57,3.375,2.512,-0.185,-0.004,-0.003,1.571,0.001,0.384
2009.666667,-0.074,0.022,0.512,0.519,0.033,0.432,0.295,0.19,0.18,0.369,0.758,0.03,10.603,7.874,-0.258,-1.152,1.764,1.096,-0.308,1.255,-0.342,0.709,-15.757,-1.307,3.882,-1.758,0.001,0.004,-0.001,-0.104,0.037,0.015,-0.979,2.599,0.774,-0.17,-0.043,1.021,3.677,3.759,0.077,3.378,1.378,0.276,0.112,-0.134,2.074,-0.006,0.655
2009.75,-0.107,0.054,-0.13,0.502,0.026,0.75,0.465,0.143,0.101,0.244,-2.463,0.748,-0.43,2.803,0.634,1.52,-0.413,1.834,3.014,-0.755,-1.851,-0.762,7.775,0.468,-6.494,-6.304,0.001,0.004,-0.001,-0.002,-0.093,0.016,-1.471,-1.4,0.723,-0.593,-0.259,0.197,7.077,9.416,0.4,2.614,0.834,0.283,0.122,-0.011,2.262,0.007,0.342
2009.833333,0.134,0.039,1.228,0.827,0.013,1.066,0.645,0.405,-0.361,0.044,-2.063,-0.893,-2.153,-3.698,0.166,0.939,0.514,1.81,-1.054,-3.473,0.126,1.194,3.807,-0.307,-1.77,-0.098,0.001,0.004,-0.001,-0.01,-0.083,0.016,-0.403,0.185,0.536,-0.608,-0.24,0.193,6.026,10.744,0.094,2.617,-0.451,0.084,0.171,-0.055,-2.402,-0.004,1.235
2009.916667,0.28,0.117,0.916,0.759,0.689,1.602,0.75,0.525,-0.352,0.173,3.284,0.341,15.355,11.861,1.604,-0.322,-3.046,-3.12,-0.106,-4.592,1.057,0.173,-15.393,-0.257,19.062,2.542,0.001,0.004,0,-0.022,0.027,0.018,1.004,-0.17,0.793,-0.446,0.016,0.51,2.113,0.234,0.567,2.62,1.211,0.007,-0.711,0.545,19.416,0.053,0.087
2010,-0.125,0.068,0.596,0.768,-0.032,0.729,0.953,0.036,0.343,0.379,-2.09,2.98,-7.02,-5.41,-0.474,0.846,2.848,-0.218,-1.642,8.24,4.656,1.215,6.304,-1.242,-24.216,-3.584,-0.032,0.005,0,0.092,-0.023,0.015,0.342,-5.137,1.653,-0.431,0.543,1.124,-9.607,-8.03,0.747,2.689,2.554,-0.036,0.713,0.083,5.324,0.02,-0.126
2010.083333,-0.25,-0.033,-0.018,0.276,0.084,-0.157,0.514,0.206,-0.258,-0.052,-4.124,3.069,6.941,8.432,1.863,-0.847,5.069,1.514,-4.032,3.994,0.937,0.349,-0.346,-1.48,21.455,-4.424,-0.032,0.005,0,0.07,0.317,0.016,1.76,5.06,0.96,-0.113,0.016,0.383,1.663,3.465,-0.531,2.692,-4.532,-0.896,0.037,-0.006,0.42,0.003,1.886
2010.166667,-0.101,-0.072,-0.147,0.106,0.043,-0.234,0.373,0.027,-0.135,-0.108,3.066,-4.519,0.275,-11.053,2.422,0.118,-2.042,0.948,3.676,-4.015,-3.463,1.443,-3.99,1.199,-12.952,4.426,-0.032,0.005,0.001,-0.137,-0.183,0.016,-1.411,0.855,-0.364,-0.372,-0.23,0.031,1.448,2.202,3.666,2.694,2.12,0.936,-0.087,0.156,3.879,0.025,2.585
2010.25,0.176,0.026,0.599,0.389,0.083,0.338,0.832,0.443,-0.011,0.432,-1.101,1.648,-0.073,4.85,-3.239,-4.458,-0.212,0.872,1.582,-1.792,-3.5,0.072,15.21,0.147,1.008,4.42,0.001,0.005,0.001,0.095,-0.003,0.016,-0.283,0.342,0.408,-0.263,0.226,0.449,-8.386,-9.554,-1.337,-0.736,1.58,-0.064,-0.025,-0.024,3.338,0.007,-0.989
2010.333333,0.067,0.005,0.344,0.538,0.378,-0.618,0.015,0.259,-0.03,0.229,1.07,0.611,-1.254,6.755,-0.308,3.205,1.449,-1.503,-0.076,2.584,-0.294,0.95,-28.377,-0.052,2.336,1.253,0.002,0.006,0.001,0.11,0.278,0.018,1.765,0.17,-0.353,-0.127,-0.006,0.125,-10.606,-8.45,1.383,-0.734,-4.142,-0.311,0.031,0.094,-1.777,0.001,0.482
2010.416667,-0.348,0.01,-0.283,-0.441,0.813,-1.023,-0.316,-0.067,0.219,0.152,8.026,-0.031,1.179,0.703,0.016,3.707,-1.333,-2.822,-1.145,-2.57,0.103,1.046,-4.401,-0.08,0.741,11.391,0.002,0.006,0.001,0.256,0.778,-0.021,0.153,0.387,-0.597,-0.399,-0.063,0.033,-8.169,-9.989,0.435,-0.732,-4.837,0.184,-0.057,-0.434,-4.345,-0.069,-2.368
2010.5,0.156,-0.068,-0.004,-0.556,-0.319,-0.876,-0.466,0.124,-0.414,-0.29,-8.004,0.071,-4.981,-1.04,0.05,-3.796,1.148,1.299,-4.59,0.657,-1.39,-0.736,-4.326,0.734,-0.462,-17.056,-0.032,0.006,0.002,-0.032,-0.682,0,-1.138,0.063,0.174,-0.237,0.05,0.144,9.108,11.83,-0.745,1.071,-0.653,-0.129,-0.077,0.253,7.95,0.056,-0.389
2010.583333,0.184,-0.085,0.529,0.289,-0.823,-0.929,-0.25,0.324,0.37,0.694,-0.832,0.388,3.059,-2.696,-0.017,-0.091,0.631,1.015,2.808,2.055,1.134,1.536,9.018,-0.618,5.383,4.608,-0.032,0.007,0.002,-0.058,-0.032,0.051,-1.09,0.596,0.177,1.608,-0.032,0.021,-0.343,7.057,-0.548,1.073,1.074,0.163,-0.048,-0.091,-0.979,-0.017,0.888
2010.666667,0.208,0.053,0.476,0.552,-0.228,-0.432,0.12,0.241,-0.043,0.198,1.024,-0.243,0.628,-0.495,-0.206,-1.341,-2.444,-0.335,-7.427,-2.804,1.374,0.943,15.824,1.769,0.608,1.714,-0.031,0.007,0.002,0.002,0.418,-0.094,-0.261,0.917,0.163,-0.305,0.069,0.137,0.247,-0.856,-3.248,1.075,3.56,0.015,-0.035,0.273,1.524,0.042,0.812
2010.75,0.501,0.095,1.488,0.948,-0.343,-0.61,0.195,0.413,-0.261,0.152,-2.423,-0.427,-0.998,0.458,0.662,-1.708,-1.475,-1.016,0.478,0.129,3.262,0.675,2.953,0.605,1.459,0.129,0.015,0.257,0.099,0.066,-0.452,0.005,-1.443,0.491,0.973,-0.252,0.092,0.193,11.098,9.844,-0.403,0.477,1.633,-0.159,-0.024,-0.058,2.88,0.002,1.134
2010.833333,0.925,0.472,1.764,1.516,0.413,-0.564,0.046,0.902,-0.121,0.781,5.346,-0.321,7.015,5.235,-0.347,-5.204,6.282,1.517,2.664,5.476,-0.11,1.126,-5.705,1.724,10.196,17.273,0.015,0.007,0.156,0.323,0.028,0,1.276,0.143,0.56,-0.205,0.136,0.233,-5.856,-0.767,-0.919,0.479,2.127,-0.037,0.024,-0.335,-5.066,-0.051,2.176
2010.916667,-0.127,0.299,0.438,0.493,0.551,0.229,-0.135,0.279,0.373,0.652,-0.029,-0.309,4.05,-3.321,0.03,4.19,-12.611,-17.128,-1.745,-1.578,-4.926,0.664,0.202,2.012,-19.607,3.257,0.015,0.258,0.052,0.703,2.229,-0.039,0.775,0.107,-0.647,-0.708,0.063,0.123,-0.809,-2.378,-2.532,0.481,-0.223,-0.036,-0.766,2.169,-38.519,0.113,0.379
2011,0.018,0.154,0.593,0.712,-0.289,0.816,0.377,0.561,-0.344,0.217,1.735,-0.131,9.07,10.131,2.05,-0.276,9.976,20.381,6.51,1.802,7.772,-0.612,3.232,-0.791,14.258,-14.068,-0.011,0.008,0.205,0.005,0.389,-0.019,0.024,9.021,-2.054,-0.773,-1.801,-1.356,-0.997,-8.565,-0.551,0.75,-7.757,0.147,1.12,-1.662,43.104,-0.019,1.094
2011.083333,0.349,0.082,0.583,0.472,-0.004,0.176,0.016,0.304,0.447,0.751,-2.064,-0.019,-11.316,-21.134,0.077,-1.602,-1.563,-3.134,-2.802,-8.831,-12.045,0.445,-0.483,1.64,-22.713,2.084,-0.011,0.258,0.182,0.069,-0.681,0,0.163,-8.864,1.012,-0.65,-0.246,0.585,3.644,6.805,-0.366,0.752,0.149,0.213,0.028,0.006,0.205,0.003,-0.416
2011.166667,0.135,0.189,0.446,0.286,0.204,-0.497,-0.075,0.442,-0.579,-0.137,0.603,-0.102,4.415,17.472,-0.801,-0.784,0.279,-0.468,2.348,6.917,-3.483,0.507,-4.03,-2.24,12.879,-0.096,-0.011,0.009,0.076,-0.211,-1.651,-0.005,-1.528,0.05,-1.157,0.724,-0.392,0.362,0.422,-4.375,7.912,0.754,3.843,0.05,-0.202,-0.294,-3.893,-0.05,-0.343
2011.25,0.019,0.131,0.244,0.187,-0.639,-0.184,-0.079,0.241,0.152,0.393,0.395,-0.056,-4.1,-0.295,0.227,1.009,0.6,2.189,-3.363,-1.314,-3.98,1.878,-13.507,1.956,6.54,-4.303,0.002,0.259,0.213,-0.077,0.509,-0.044,-1.179,-0.223,-0.185,-1.464,-0.108,-0.111,-0.934,-5.393,-1.091,-2.045,-3.1,-0.069,-0.019,0.078,2.969,0.015,-0.001
2011.333333,0.319,0.11,0.471,0.195,0.285,-0.358,-0.281,0.313,-0.053,0.26,-0.117,0.039,2.967,-3.035,1.21,2.189,-0.812,0.082,2.686,2.684,-6.32,-1.531,9.343,-0.936,2.903,0.965,0.002,0.009,0.046,0.118,0.859,-0.001,-0.13,0.413,-0.097,-0.577,-0.262,-0.312,-6.307,-8.744,-0.817,-2.043,-5.879,0.113,0.021,-0.033,5.127,0.015,-0.511
2011.416667,0.519,0.026,0.668,0.11,0.055,-0.51,-0.296,0.355,-0.229,0.127,-0.297,0.145,-4.605,1.643,1.177,-3.62,1.639,2.468,-0.695,-0.902,6.184,0.206,-0.234,1.742,-3.949,-1.67,0.002,0.009,0.005,0.38,2.16,0,0,-0.175,-0.552,0.207,-0.277,-0.34,0.318,2.815,2.201,-2.041,-1.507,-0.108,-0.071,-0.074,3.551,0.006,0.008
2011.5,0.249,-0.066,0.246,0.094,0.559,-0.638,-0.377,0.15,-0.31,-0.16,-0.181,0.23,-1.042,1.427,-0.086,0.094,-0.421,-3.34,0.16,0.715,0.684,1.686,-8.517,-0.896,-6.067,2.894,0.002,0.26,0.207,0.248,-0.71,-0.015,-0.011,0.211,-0.929,-0.584,-0.183,-0.34,-2.564,0.891,-2.607,-0.673,-2.21,0.076,0.098,-0.231,-7.609,-0.056,-0.451
2011.583333,-0.131,0.119,-0.113,0.014,0.541,-0.641,-0.418,-0.097,0.083,-0.015,-0.124,0.168,7.439,-0.761,-0.462,-2.359,-0.442,-0.619,0.142,-2.225,0.669,-1.854,-0.51,1.638,6.762,-4.543,0.002,0.01,0.054,0.079,-1.35,-0.045,0.398,0.681,-0.335,0.358,-0.218,-0.389,-5.453,-4.107,-0.632,-0.672,0.554,-0.244,0.025,0.131,2.433,0.029,-0.407
2011.666667,-0.026,-0.085,-0.301,-0.152,0.373,-0.644,-0.389,-0.209,0.014,-0.195,0.15,0.008,-6.074,-4.845,0.585,1.27,0.657,0.004,-0.647,-0.056,1.511,0.415,2.815,-2.176,-3.9,0.952,0.003,0.01,0.006,0.131,0.08,-0.02,2.338,-0.65,-1.752,0.061,-0.297,-0.492,-8.801,-14.003,-1.721,-0.67,-3.054,-0.155,-0.005,-0.37,-2.78,-0.053,-0.293
2011.75,0.027,-0.087,-0.788,-0.55,0.302,-0.821,-0.52,-0.344,-0.362,-0.706,-0.284,0.045,3.532,-1.776,-0.905,-0.584,-2.257,-1.023,-3.868,-0.374,-2.208,0.038,-14.984,-1.324,6.158,-1.15,-0.001,0.01,0.006,-0.581,-0.08,-0.02,0.768,-0.304,0.582,5.101,-0.025,-0.607,4.175,2.505,-2.977,-2.902,0.423,0.054,-0.024,-0.136,-6.393,-0.033,-0.516
2011.833333,-0.34,-0.008,-0.784,-0.657,0.494,-0.999,-0.658,-0.481,-0.311,-0.792,-0.256,-0.047,2.942,3.823,-0.65,0.104,0.185,-1.206,-3.569,-1.793,-1.609,-2.169,1.448,-1.379,-2.067,-2.38,-0.001,0.011,0.007,-0.504,-0.149,0.037,0.297,0.597,-0.179,-0.428,-0.114,-0.713,-5.957,-5.664,-3.522,-2.901,-0.96,-0.065,-0.031,0.249,0.755,0.038,-0.531
2011.916667,-0.33,-0.11,-0.578,-0.499,0.547,-1.027,-0.667,-0.276,-0.148,-0.424,-0.139,0.109,-6.428,-4.2,-0.965,-2.07,-2.323,-21.753,0.275,-2.928,-1.271,1.306,8.34,-1.555,-6.057,-1.575,-0.001,0.011,0.007,-0.049,0.221,-0.036,1.047,1.488,-0.417,0.956,0.427,-0.043,-6.249,-14.761,3.345,-2.9,1.171,-0.113,-0.126,1.248,-51.129,0,-0.208
2012,0.027,-0.148,-0.302,-0.312,-0.356,-0.876,-0.571,-0.28,-0.018,-0.298,0.047,-1.093,0.147,-7.464,0.639,0.414,1.393,20.705,2.488,-0.105,-8.985,-0.06,-22.121,3.544,-1.706,0.294,0.006,0.011,0.007,0.09,0.425,0.022,0.957,-0.58,-6.683,0.338,-0.966,-1.349,3.818,-2.376,3.367,0.835,-11.049,0.064,-0.267,-1.672,40.853,-0.078,-0.68
2012.083333,-0.15,0.26,0.131,-0.183,-0.227,-0.816,-0.542,-0.063,-0.247,-0.309,0.204,-0.29,5.098,7.328,-0.502,-2.006,0.857,4.376,2.762,5.286,2.376,-0.168,-0.121,-1.957,12.978,-3.74,0.006,0.012,0.007,0.118,-0.302,-0.009,-1.463,-6.886,-2.33,-2.948,-0.205,-0.419,5.43,10.204,1.014,0.836,13.478,0.17,0.019,-0.021,-0.66,-0.002,-0.556
2012.166667,0.29,0.002,0.019,-0.013,0.634,-0.998,-0.754,-0.021,-0.086,-0.107,-0.447,-0.065,-5.422,4.928,1.119,-0.056,-0.083,-0.872,1.108,2.552,7.415,-0.137,10.402,2.484,-3.004,0.27,0.006,0.012,0.008,-0.036,-0.983,0.013,-0.063,5.058,3.123,4.608,0.16,0.025,-7.391,-8.089,-5.062,0.837,0.477,-0.159,0.384,0.253,3.448,0.038,0.094
2012.25,-0.108,0.023,0.099,0.085,-0.116,-0.915,-0.732,-0.053,-0.228,-0.281,-0.586,-0.334,-8.016,-3.478,4.3,0.87,-0.247,-4.995,-1.103,-6.248,-4.005,-2.246,-5.707,-3.073,-8.863,3.074,0.003,0.012,0.008,-0.018,0.661,-0.005,-0.392,0.173,-1.052,-1.916,-0.256,-0.569,5.414,4.262,2.818,-0.479,-4.833,0.146,0.026,-0.039,-3.393,-0.017,-0.805
2012.333333,-0.108,-0.055,-0.63,-0.47,-0.113,-0.838,-0.547,-0.122,0.084,-0.038,-0.536,-0.147,15.686,7.479,-1.358,-0.831,2.127,2.453,-2.246,0.825,2.558,2.038,9.151,1.226,0.929,-1.996,0.003,0.012,0.008,-0.339,-0.927,0.067,0.478,-0.314,0.048,0.186,-0.017,-0.279,-1.326,1.825,1.134,-0.478,2.406,0.105,-0.105,-0.338,0.372,-0.037,-0.233
2012.416667,-0.519,-0.023,-0.826,-0.547,-0.309,-0.514,-0.384,-0.232,-0.216,-0.448,0.331,-0.129,-9.586,-0.639,-5.671,0.462,-2.021,-4.176,0.83,-2.019,-0.874,-0.862,5.168,-2.001,3.822,-6.753,0.003,-0.237,-0.183,-0.259,0.285,-0.001,-0.392,0.139,0.406,0.567,-0.055,-0.33,-6.7,-5.915,-5.011,-0.477,-1.207,-0.236,0.125,0.309,0.956,0.037,-0.277
2012.5,-0.042,0.062,-0.684,-0.513,-1.167,-0.516,-0.237,-0.225,-0.134,-0.36,-0.161,-0.209,-1.024,-7.224,-4.817,0.224,-0.154,3.468,0.636,2.436,1.411,-1.074,7.057,0.487,6.014,3.42,0.003,-0.297,-0.259,-0.005,0.255,0.017,-0.331,0.175,-0.011,-0.193,-0.1,0.161,-5.936,-9.091,-1.166,-1.409,2.434,0.171,-0.006,-0.2,-0.321,-0.025,-0.501
2012.583333,0.197,0.019,-0.325,-0.66,0.718,-0.518,-0.271,-0.302,-0.303,-0.605,-0.309,-0.122,0.496,1.18,-0.819,-0.687,-1.763,-1.625,-3.805,1.901,-0.708,2.451,-2.971,-1.225,-8.751,2.529,0.003,0.013,-0.031,0.229,-0.02,0.022,-0.611,-0.084,-0.553,-0.328,-0.068,0.179,-3.007,-2.368,1.124,-1.409,-0.481,0.188,-0.047,-0.223,0.907,-0.022,-0.466
2012.666667,-0.303,0.069,-0.204,-0.124,-0.105,-0.52,-0.364,-0.22,0.186,-0.034,0.489,0.095,-0.913,3.093,1.691,-0.333,5.424,-0.125,3.133,1.843,-4.682,-2.076,-9.073,0.57,1.405,-4.533,0.003,0.013,0.009,0.239,-0.064,0.005,-0.94,2.596,0.5,0.684,-0.243,-0.052,1.571,0.798,1.337,-1.408,-0.396,0.128,-0.031,0.323,-0.643,0.032,-0.174
2012.75,-0.245,0.035,0.023,0.077,-0.15,-0.397,-0.37,-0.227,-0.17,-0.397,0.126,-0.035,1.262,-1.537,0.87,0.832,-3.453,1.393,1.328,-0.361,-1.039,1.424,6.574,0.645,-6.087,4.468,-0.001,0.013,0.01,0.115,-0.253,-0.032,-0.069,-1.238,-0.324,-0.629,-0.177,0.09,-1.128,-2.066,5.119,1.443,-0.283,-0.092,0.045,0.178,1.64,0.024,-0.288
2012.833333,0.119,-0.072,0.029,-0.164,-0.123,-0.125,-0.139,-0.092,0.041,-0.051,0.028,0.004,0.884,-4.866,2.582,-1.397,0.274,0.853,0.476,0.451,1.678,1.071,3.701,-0.135,3.33,-5.912,-0.001,0.014,0.01,0.02,0.009,-0.003,1.261,-0.559,-0.466,-0.581,-0.284,-0.057,-4.676,-12.522,-1.059,1.443,-0.917,0.118,-0.094,0.071,4.339,0.022,-0.174
2012.916667,0.217,-0.013,0.113,-0.115,-0.642,0.321,-0.098,0.097,-0.267,-0.17,0.039,0.033,-0.884,6.434,0.308,1.492,0.01,0.878,-0.56,2.175,-0.899,-2.437,-5.684,0.899,-5.218,8.47,-0.001,0.014,0.01,0.01,0.147,0.004,-0.008,-0.211,-0.031,0.719,-0.221,0.002,13.337,14.748,-1.5,1.444,2.869,0.081,-0.107,0.018,-12.04,-0.006,-0.12
2013,0.173,-0.042,0.247,-0.058,-0.378,1.215,0.239,0.028,-0.146,-0.117,0.276,-1.041,4.21,4.918,-0.361,-3.619,0.881,-0.84,3.165,-2.756,3.414,2.31,17.772,-2.519,9.682,-21.744,0.006,0.014,0.01,-0.074,-0.254,0.002,0.983,0.471,0.062,-0.145,-0.541,-0.299,4.715,5.073,0.699,0.811,6.013,0.181,0.192,-0.213,12.031,-0.025,-0.393
2013.083333,-0.103,-0.03,-0.085,-0.031,-0.295,1.945,0.733,0.027,-0.115,-0.088,0.11,-0.305,-3.101,-0.45,4.032,3.867,-0.797,-3.941,-0.183,-5.9,2.858,-0.069,-0.494,1.49,-3.271,21.31,0.006,0.014,0.011,-0.092,0.358,0.006,1.214,-0.058,-1.767,0.216,-0.375,-0.117,-1.114,2.197,3.599,0.812,-2.239,-1.023,0.014,0.011,-0.61,0.002,-0.21
