time,CPI,CPICore,BPI,PPI,YWPI,HPI1,HPI2,GDPDeflator,RGDP,NGDP,FAI,RSCG,Import,Export,RailFreight,AirPassenger,PortContainer,Electricity,Steel,Cement,Vehicle,REInv,RESales,GovRev,GovExp,FDI,UnemRate,LoanRate1Y,DepositRate1Y,TBond1Y,Repo7D,USDCNY,CurrencyIndex,M0,M1,M2,Loan,TSF,SHSE,SZSE,ConsumerConfidence,BusinessConfidence,LeadingIndex,IPSalesRatio,IPDebtRatio,IPProfitMargin,IPInventoryTurnover,IPROA,INDVA
2013.166667,-0.251,0.098,-0.3,-0.136,-0.357,2.093,0.648,-0.257,0.24,-0.017,0.111,0.327,9.466,-0.882,-3.053,-0.165,0.373,2.406,-4.37,2.884,-6.159,0.053,-6.367,-1.35,-4.503,-1.711,0.006,0.014,0.011,-0.005,-0.31,-0.002,0.025,-0.238,2.803,0.369,-0.04,0.258,-5.881,-5.04,-5.702,0.812,4.194,-0.18,-0.107,-0.153,-0.878,-0.019,-0.255
2013.25,0.087,-0.051,-0.434,-0.677,-0.343,1.227,0.621,-0.12,-0.436,-0.556,0.22,-0.167,-6.359,-0.527,-1.74,-2.095,-0.489,1.648,4.166,6.745,4.36,0.846,2.055,0.857,2.347,-4.14,0.002,0.015,0.011,-0.014,0.191,-0.041,0.637,0.163,-1.987,-0.214,-0.096,-0.007,-2.931,-2.625,0.998,-1.654,-3.794,1.066,-0.028,0.021,1.581,0.004,-0.162
2013.333333,-0.27,-0.169,-0.655,-0.656,0.057,0.981,0.516,-0.414,0.112,-0.302,-0.006,-0.197,-1.842,-7.441,-0.52,1.23,0.66,-1.717,-0.533,-2.502,-0.344,0.147,-5.211,-0.581,-5.045,3.134,0.002,0.015,0.011,0.105,0.294,-0.035,0.538,-0.401,-0.613,-0.246,-0.303,-0.256,5.214,11.703,-4.803,-1.654,-0.191,-0.473,-0.056,0.152,2.132,0.019,-0.207
2013.416667,0.003,-0.038,-0.282,-0.278,0.074,0.955,0.452,-0.187,-0.244,-0.431,-0.024,-0.049,-9.737,-3.532,-0.15,1.722,-0.365,1.47,-2.443,1.136,4.137,0.131,-7.252,0.412,-2.255,4.387,0.002,0.015,0.011,0.39,3.369,0.005,-0.221,-0.437,-1.172,-0.482,-0.357,-0.328,-15.31,-16.383,-2.103,-1.654,-6.241,0.141,-0.067,-0.193,-2.445,-0.033,-0.313
2013.5,-0.062,0.018,-0.091,-0.204,-0.024,0.684,0.344,-0.027,-0.002,-0.029,0.312,-0.049,9.643,1.461,0.615,-1.183,0.27,0.321,4.946,-0.353,-2.195,0.867,6.156,0.182,1.851,9.166,-0.018,0.015,0.012,0.229,-2.849,0.006,0.541,-0.307,-0.16,0.211,0.109,-0.073,0.476,5.098,0.097,0.98,1.999,0.12,0.02,0.131,1.345,0.012,-0.021
2013.583333,0.096,0.056,-0.022,0.011,-0.137,0.782,0.378,0.036,0.032,0.067,0.274,-0.198,-2.963,1.592,0.411,0.83,-0.185,2.891,-0.631,-0.224,0.762,-1.187,-1.608,-0.204,1.512,-17.048,-0.018,0.015,0.012,0.065,-0.107,-0.002,-0.198,-0.281,0.167,0.117,-0.121,-0.34,4.858,4.606,0.497,0.98,-3.101,-0.159,0.094,0.345,3.542,0.048,0.181
2013.666667,0.203,0.058,0.271,0.088,0.063,0.707,0.286,0.132,0.298,0.43,-0.09,-0.089,-1.45,-4.057,3.174,0.291,0.054,-2.726,2.74,0.945,1.412,1.936,0.85,0.25,0.345,1.406,-0.018,0.016,0.012,0.052,-0.314,-0.018,0.024,0.124,-0.295,0.33,-0.1,-0.317,3.321,4.904,1.897,0.98,2.5,-0.107,0.088,-0.063,1.338,-0.001,-0.351
2013.75,-0.026,0.022,0.085,-0.116,-0.071,0.163,0.212,-0.026,-0.393,-0.419,-0.624,-0.139,0.675,4.201,-0.616,-1.184,0.124,0.047,-0.251,2.043,-0.562,-1.867,-3.172,-0.854,6.392,-2.856,0.006,0.016,0.012,0.038,0.581,0,-1.264,-0.233,-0.18,-0.654,-0.214,-0.353,-1.778,-4.338,2.997,-0.653,0.544,0.02,-0.068,-0.099,-0.849,-0.011,-0.029
2013.833333,-0.094,-0.003,-0.134,-0.058,-0.15,0.088,0.129,-0.121,-0.175,-0.296,0.297,-0.089,-0.333,2.064,-1.348,-0.859,0.467,-0.762,-1.684,-2.588,-3.612,0.975,2.907,0.408,-6.903,-5.617,0.005,0.016,0.013,0.44,0.172,-0.005,0.908,-0.017,-0.207,-0.272,-0.225,-0.368,3.375,5.587,-4.103,-0.653,-1.819,-0.059,0.005,-0.021,2.205,0.001,-0.135
2013.916667,-0.172,0.055,-0.132,-0.082,0.269,-0.086,0.033,-0.259,0.12,-0.138,0.269,-0.139,0.523,-2.801,0.832,0.008,0.041,2.821,-2.767,3.543,-0.513,2.077,-11.004,-0.814,6.33,-2.176,0.005,0.016,0.013,0.004,0.734,-0.031,0.599,-0.513,0.006,-0.017,-0.166,-0.304,-5.059,-3.878,3.297,-0.653,-1.713,0.133,0.102,0.167,-16.322,0.005,-0.34
2014,-0.138,0.022,-0.381,-0.147,-0.203,-0.17,0.039,-0.302,-0.504,-0.806,0.33,-0.218,7.604,11.268,-1.618,0.113,-0.855,-2.1,3.647,-5.3,1.793,-2.665,5.106,0.918,1.433,2.345,0.012,0.016,0.013,-0.164,-0.554,0.012,1.571,7.79,-5.908,0.884,-0.56,-0.68,-4.231,1.312,-1.302,-0.194,-5.07,0.213,-0.589,-0.195,7.184,-0.012,-0.287
2014.083333,0.027,-0.014,-0.603,-0.395,0.025,-0.297,-0.102,-0.513,0.595,0.082,0.084,-0.148,-1.312,-27.678,-3.303,4.352,1.232,0.473,-0.335,-0.202,0.558,0.217,-0.289,-0.965,-20.79,10.651,0.012,0.016,0.013,-0.506,-0.412,0.02,-0.307,-6.381,2.322,0.277,-0.289,-0.373,0.906,-0.002,1.898,-0.194,8.019,-0.363,0.002,0.003,-0.961,0,-0.244
2014.166667,-0.154,-0.013,-0.413,-0.312,0.269,-0.311,-0.158,-0.368,-0.386,-0.754,-0.023,0.05,-11.281,12.678,-2.153,-6.001,-0.951,-2.13,-1.16,3.236,-1.173,-0.045,-9.892,-0.248,18.962,-5.741,0.012,0.016,0.013,-0.244,-0.908,0.034,-3.094,-1.923,-0.053,-0.051,-0.159,-0.229,-1.35,-5.664,4.699,-0.194,-1.18,-0.356,0.222,-0.157,-0.942,-0.015,0.106
2014.25,-0.435,-0.025,-0.347,-0.344,-0.056,-0.513,-0.343,-0.166,-0.022,-0.188,0.067,-0.227,7.183,7.524,1.168,2.173,1.195,0.451,-4.081,-0.671,2.359,0.716,-6.168,-0.417,-14.072,-2.199,0.002,0.017,0.013,0.249,0.19,0.009,-2.332,-0.46,0.091,0.263,-0.176,-0.286,-0.564,-2.059,-3.201,-0.194,2.735,0.406,-0.033,-0.046,-2.732,-0.009,-0.229
2014.333333,0.403,-0.016,-0.065,-0.126,-0.398,-0.759,-0.579,0.035,-0.099,-0.064,-0.101,-0.018,-4.187,-0.678,0.774,0.169,-0.946,-0.272,2.235,-2.053,-0.514,-1.391,-1.751,-0.194,13.371,-2.25,0.002,0.017,0.014,0.05,-0.35,0.014,-0.74,-0.036,0.126,0.161,-0.089,-0.191,0.414,1.657,-2.6,-0.194,-0.596,0.087,0.013,0.064,-0.354,0.007,-0.206
2014.416667,-0.062,-0.058,0.193,-0.022,0.445,-1.085,-0.901,-0.081,0.042,-0.039,-0.01,-0.167,-3.523,-3.496,0.097,-0.42,0.095,0.317,0.516,3.041,0.304,-0.29,1.294,-0.493,-4.718,10.582,0.002,0.017,0.014,-0.164,0.17,-0.014,-0.218,-0.663,0.553,-0.034,-0.264,-0.393,0.232,3.153,2.301,-0.195,0.327,0.067,-0.056,0.061,-0.122,0.007,-0.223
2014.5,-0.112,-0.103,0.026,0.032,-0.562,-1.84,-1.41,0.004,-0.27,-0.266,-0.118,-0.067,3.256,8.889,-0.991,2.404,-0.315,-1.764,-2.965,-1.237,0.554,-0.77,-5.739,-0.567,-5.238,-9.659,-0.002,0.017,0.014,0.311,0.424,0.017,0.285,-0.674,-1.261,-0.546,-0.233,-0.332,7.004,4.765,-0.398,-0.195,-3.335,-0.239,-0.088,0.003,-1.61,0.001,-0.002
2014.583333,-0.134,-0.104,-0.456,-0.198,0.024,-1.915,-1.587,-0.15,-0.196,-0.346,-0.088,-0.195,-3.13,-4.008,1.699,-0.716,0.719,-2.569,0.22,-1.558,-1.805,0.056,1.645,0.455,-0.748,-11.445,-0.002,0.017,0.014,0.132,-0.351,-0.001,1.337,0.293,-1.23,-0.271,-0.214,-0.313,0.502,3.575,-0.697,-0.195,-3.156,0.11,-0.045,-0.059,-4.37,-0.016,-0.617
2014.666667,-0.197,-0.05,-0.66,-0.486,-0.01,-1.763,-1.422,-0.232,0.94,0.708,0.022,-0.195,7.345,1.508,-2.49,0.954,0.651,2.149,4.111,-0.825,-2.44,-1.041,4.198,-0.313,-0.922,14.924,-0.002,0.017,0.014,0.02,-0.202,-0.01,2.02,-1.183,-1.052,-0.319,-0.175,-0.271,6.203,8.712,1.504,-0.196,-0.735,-0.054,-0.029,-0.27,1.521,-0.022,0.16
2014.75,0.02,-0.031,-0.602,-0.579,0.347,-1.585,-1.184,-0.25,-0.648,-0.897,-0.017,-0.066,-2.202,0.63,-0.909,0.414,1.617,-0.668,-0.475,2.32,-2.607,0.154,4.852,0.537,-2.362,0.208,0.008,0.017,0.014,-0.231,-0.198,-0.005,1.302,-1.134,-1.613,-0.087,-0.09,-0.669,2.156,0.455,-2.094,-0.196,-0.555,0.042,-0.066,0.104,1.715,0.014,-0.294
2014.833333,-0.186,-0.111,-0.735,-0.554,-0.637,-0.981,-0.957,-0.354,-0.285,-0.639,-0.007,-0.095,-11.738,-4.304,-1.45,2.79,-0.547,-0.712,-1.874,-2.053,-1.063,-0.935,-2.121,-0.648,1.596,7.009,0.008,-0.383,-0.061,-0.396,0.167,-0.01,1.915,0.674,0.188,-0.143,0.035,-0.519,10.109,4.24,2.007,-0.196,-1.809,-0.049,-0.034,-0.003,-2.259,-0.012,-0.362
2014.916667,-0.168,-0.139,-1.024,-0.771,0.019,-0.554,-0.831,-0.287,0.472,0.185,0.014,0.005,5.238,1.179,-3.32,-0.322,0.24,16.492,2.672,2.074,5.608,-2.592,3.482,-0.083,8.303,0.602,0.008,0.017,-0.16,0.139,1.071,-0.015,0.988,-1.418,-0.121,-0.71,0.066,-0.476,18.515,-1.153,0.208,-0.197,-2.26,-0.145,-0.115,-0.28,0.279,-0.029,0.037
2015,-0.448,-0.192,-1.448,-1.069,0.026,-0.605,-0.789,-0.767,-0.023,-0.791,-0.025,-0.143,-11.687,0.55,-2.225,-0.854,0.539,-18.587,-2.148,0.658,-8.356,0.865,-15.455,0.125,-10.841,3.7,-0.012,0.017,0.015,-0.127,-0.317,0.019,1.48,-6.904,-0.407,-0.534,0.02,0.632,-0.942,5.861,-0.19,-0.197,6.115,0.193,-0.365,0.153,-2.127,0.011,-0.24
2015.083333,0.202,0.025,-1.088,-0.737,0.015,-0.81,-0.808,0.012,-0.973,-0.961,-0.124,-0.093,-1.139,16.58,-1.449,1.821,-3.119,3.309,-0.205,-0.068,5.613,-0.487,0.734,-0.322,18.165,-9.949,-0.012,0.018,0.015,-0.102,0.657,0.011,1.343,13.517,-0.192,-0.431,-0.018,-0.452,2.882,6.721,4.012,-0.197,-3.978,-0.041,-0.013,-0.012,-0.357,-0.001,-0.259
2015.166667,-0.048,0,0.246,-0.18,0.057,-0.457,-0.523,-0.174,0.976,0.802,0.054,-0.063,-1.448,-43.732,0.148,-0.032,4.35,-1.818,0.304,-20.568,10.834,-1.909,0.026,0.417,-17.849,0.703,-0.012,-0.232,-0.235,0.024,-0.156,-0.005,0.656,-3.764,-0.786,0.074,0.159,-0.54,12.236,17.591,-2.787,-0.198,-2.416,-0.078,0.011,0.148,-3.898,0.001,-0.387
2015.25,-0.104,0.029,-0.276,-0.296,-0.061,0.261,-0.498,-0.098,-0.375,-0.473,0.005,-0.171,2.673,16.16,-1.565,0.384,-2.687,2.612,-4.009,5.89,-9.021,-1.468,6.709,-0.537,15.023,0.982,-0.003,0.018,0.015,-0.049,-1.552,-0.029,-0.811,-2.951,-0.694,0.221,-0.318,-0.651,16.807,13.917,0.415,-0.198,2.88,0.035,-0.027,0.067,1.521,0.014,-0.137
2015.333333,0.031,0.086,-0.161,-0.144,0.094,2.308,-0.413,-0.032,-0.092,-0.124,0.153,-0.091,-7.55,2.516,-0.151,0.015,-1.412,-1.26,-0.456,2.365,-0.539,0.114,7.373,0.717,-7.497,1.667,-0.003,-0.232,-0.154,-0.65,-0.814,0.005,-1.558,-1.029,0.532,1.527,-0.176,-0.396,3.586,20.101,2.217,-0.199,7.015,-0.048,-0.013,-0.011,-0.305,0,-0.137
2015.416667,0.009,-0.014,-0.21,-0.235,-0.054,2.479,-0.246,-0.131,0.342,0.211,0.183,0.038,9.546,1.651,-0.665,0.17,-0.528,0.569,-0.032,3.473,-3.129,-0.276,5.897,0.959,-0.919,-3.699,-0.003,-0.232,-0.09,-0.629,0.4,-0.007,0.435,-0.765,0.773,-0.031,-0.106,-0.385,-7.699,-13.262,-4.441,-0.199,-2.683,-0.215,0,-0.005,-1.9,-0.002,0.073
2015.5,0.111,-0.083,-0.838,-0.572,0.064,1.995,-0.236,-0.242,0.075,-0.167,0.163,-0.09,1.46,-2.032,-0.814,-0.577,0.786,-3.188,-5.138,0.658,-5.773,-0.345,-0.675,0.334,7.991,1.019,0.004,0.018,-0.21,0.459,0.066,0.003,1.418,-0.281,0.543,1.957,1,-0.543,-15.647,-16.208,-1.138,-0.2,1.052,0.169,0,-0.111,-0.176,-0.011,-0.425
2015.583333,0.228,-0.103,-0.781,-0.705,-0.022,1.558,-0.198,-0.197,-0.254,-0.451,0.182,0.02,-5.562,3.059,-3.424,2.309,-3.249,-0.166,3.088,0.044,4.65,-1.537,-0.712,-0.645,-0.203,-2.081,0.004,-0.232,-0.033,0.031,-0.099,0.271,-0.659,-0.273,1.221,-1.093,-0.148,-0.365,-13.508,-17.167,-0.556,-0.201,-0.871,-0.094,-0.029,-0.258,0.553,-0.026,-0.116
2015.666667,-0.558,-0.143,-0.954,-0.576,-0.087,1.413,-0.194,-0.45,-0.391,-0.841,0.152,-0.029,-1.156,3.022,-2.226,-0.076,1.553,0.47,2.854,-1.504,1.055,-0.341,-6.552,-0.694,-1.367,-0.544,0.004,0.018,-0.186,0.044,-0.066,-0.03,-0.256,0.183,0.866,-1.025,-0.102,-0.461,-5.055,-4.89,1.526,-0.201,-1.661,0.211,-0.082,0.308,0.929,0.034,-0.086
2015.75,-0.419,-0.076,-0.861,-0.569,0.103,0.554,-0.274,-0.196,0.562,0.365,0.25,-0.039,-0.109,-3.023,-3.172,0.326,0.568,-0.219,-0.608,3.229,4.979,-1.198,5.146,0.867,10.216,-0.902,0,-0.232,-0.049,0.103,0.022,-0.014,-1.132,-0.099,1.299,-0.396,-0.137,-0.527,10.104,15.324,-1.871,-0.202,4.198,-0.107,0.027,-0.045,0.767,-0.004,-0.196
2015.833333,0.125,-0.038,-0.942,-0.717,0.115,0.926,-0.138,-0.123,-0.015,-0.139,0.199,0.071,0.35,-3.764,1.171,0.453,-0.087,0.598,2.038,-7.409,3.764,0.566,7.61,-0.315,-9.524,4.54,0,0.018,-0.17,0.13,-0.055,0.045,1.451,-0.162,1.271,-0.799,-0.161,-0.667,1.69,8.28,0.231,-0.202,0.738,-0.069,-0.098,0.068,0.937,0.006,-0.007
2015.916667,0.082,-0.056,-0.802,-0.797,-0.05,0.953,-0.1,-0.228,-0.677,-0.905,0.208,-0.008,8.677,8.674,4.572,1.193,0.338,-2.97,-2.775,8.018,4.717,-0.651,-5.321,1.914,-2.411,0.403,0,0.018,0.016,-0.123,0.091,0.095,-0.696,0.156,0.496,-0.578,-0.062,0.119,2.538,4.004,-0.466,-0.203,0.666,0.072,0.13,0.022,-5.428,-0.02,-0.087
2016,-0.214,-0.013,-0.485,-0.419,-0.041,1.476,-0.005,-0.339,0.479,0.14,0.078,0.003,-23.458,-8.75,-2.113,1.832,-1.381,1.553,-1.827,-1.34,-6.025,0.415,6.991,-3.861,-5.63,7.984,-0.004,0.018,0.016,-0.094,0.043,0.055,-0.572,0.124,2.919,-1.666,0.128,11.478,-25.826,-31.891,0.236,-0.204,1.815,0.104,0.127,-0.018,10.844,0.017,-0.118
2016.083333,0.284,-0.014,-0.629,-0.099,0.246,1.899,0.089,0.141,-0.099,0.042,-0.023,-0.205,5.55,1.375,-7.277,-3.292,0.283,-0.023,-0.101,0.03,-0.521,-0.672,0.576,1.703,0.286,-14.217,-0.004,0.018,0.016,-0.026,-0.069,-0.009,0.811,-3.343,-4.749,-3.21,-0.132,-4.048,-1.97,-3.407,0.339,-0.204,-2.32,0.044,-0.05,0.016,-0.379,0.001,-0.169
2016.166667,0.576,-0.014,1.252,0.344,0.187,2.85,0.721,0.133,0.202,0.335,0.243,0.103,4.88,-6.582,6.332,3.594,0.66,1.656,6.257,7.85,-3.683,0.732,7.824,-1.594,3.137,0.453,-0.004,0.018,0.016,-0.167,0.073,-0.087,-1.946,4.397,5.207,2.778,0.027,3.894,10.975,14.521,-4.458,-0.205,3.087,0.029,-0.107,0.187,4.122,0.024,0.069
2016.25,-0.285,-0.059,0.855,0.649,-0.173,2.134,1.035,0.076,-0.114,-0.038,0.291,0.024,0.183,4.694,0.866,1.272,0.31,-2.261,-6.066,-13.616,5.582,-0.039,5.473,2.449,2.315,7.115,0.003,0.018,0.016,0.091,0.009,-0.006,-2.082,-0.373,0.813,-0.623,-0.413,-0.003,-2.343,-2.638,0.945,0.169,2.539,-0.206,-0.134,0.038,3.028,0.001,-0.121
2016.333333,-0.192,0,0.338,0.499,-0.026,1.311,0.861,0.019,0.165,0.185,0.13,0.024,3.202,0.566,-1.635,0.241,-0.547,1.197,-3.673,2.475,2.685,-0.074,-5.671,-0.981,0.79,-3.288,0.003,0.018,0.016,0.099,-0.059,0.117,-0.959,-0.242,1.624,-0.181,-0.092,-0.225,-0.873,-0.695,-1.252,0.168,-0.775,-0.023,-0.075,0.025,-1.161,0.001,-0.083
2016.416667,0.015,0.096,0.311,0.053,-0.023,1.607,0.649,0.047,-0.019,0.028,0.108,0.144,1.386,0.026,0.294,1.266,2.515,-0.247,2.178,3.101,1.191,-0.47,-6.168,-0.641,-2.032,-1.325,0.003,0.018,0.016,0.086,0.08,0.049,-1.755,-0.017,1.342,-0.469,-0.086,0.042,0.316,4.701,3.051,0.167,1.326,0.081,-0.034,-0.058,4.232,0.007,-0.025
2016.5,-0.083,0.097,0.383,0.351,-0.007,0.948,0.759,0.088,0.079,0.167,-0.014,0.035,-2.454,-1.247,-1.285,1.63,-1.71,1.059,9.543,-1.118,0.759,0.469,8.924,-0.924,0.243,-2.757,-0.004,0.018,0.016,-0.1,-0.018,0.016,-1.132,-0.059,1.068,0.066,-0.189,-0.213,1.558,-2.255,3.855,1.267,2.407,0.002,-0.059,0.13,0.868,0.015,-0.007
2016.583333,-0.193,-0.028,0.019,0.146,-0.046,2.683,1.388,0.012,0.142,0.154,0.112,0.144,4.827,2.579,4.236,2.392,0.818,1.435,-6.769,1.672,2.223,0.233,1.095,0.261,1.808,-1.996,-0.004,0.017,0.016,-0.148,0.01,0.036,-0.868,-0.019,0.997,0.081,-0.048,0.163,3.379,4.021,-1.242,1.266,2.462,0.073,-0.025,0.005,2.393,0.003,0.051
2016.666667,0.072,0.06,0.47,0.217,-0.047,2.59,2.038,0.079,-0.222,-0.143,0.05,0.075,-3.164,-4.5,2.483,0.246,-0.344,-0.227,1.272,0.3,2.221,-0.198,8.218,0.24,0.311,-3.082,-0.004,0.017,0.016,0.014,0.056,-0.017,0.196,-0.275,0.654,-0.623,0.039,0.08,-2.773,-2.414,-1.039,1.265,-1.317,-0.116,-0.044,-0.105,-0.049,0.002,-0.051
2016.75,-0.161,-0.038,0.836,0.627,0.056,-0.155,1.006,0.041,0.327,0.368,0.076,-0.004,1.884,1.362,2.248,1.313,-0.971,0.966,0.072,0.832,2.318,1.385,-1.408,0.653,-2.402,5.149,-0.008,0.017,0.016,-0.001,0.186,0.082,-0.341,0.058,0.531,-0.172,-0.019,-0.045,3.022,2.15,2.565,0.865,2.537,0.285,-0.052,0.043,4.648,0.013,-0.004
2016.833333,0.082,0.057,1.384,1.233,-0.016,-0.501,0.032,0.562,0.174,0.736,0.073,0.224,6.387,3.203,2.403,0.079,1.309,-0.611,0.958,-1.861,-0.023,-1.097,-10.436,0.895,6.682,-6.174,-0.008,0.017,0.016,0.027,0.018,0.118,0.423,0.587,0.489,-0.452,-0.102,0.179,4.597,2.184,1.368,0.864,-0.853,0.059,-0.026,0.464,3.652,0.058,0.053
2016.916667,-0.095,0.149,1.386,1.255,0.042,-0.622,-0.253,0.51,-0.221,0.289,0.079,0.155,7.388,3.406,1.638,0.704,0.098,-2.724,-4.949,-0.63,-1.506,1.435,-1.031,-1.111,-17.974,9.678,-0.008,0.017,0.016,0.49,0.371,0.046,0.726,0.218,0.135,-0.155,0.36,0.002,-4.72,-7.294,-0.228,0.863,-0.709,0.002,-0.127,-0.448,-6.345,-0.061,0.011
2017,-0.058,0.288,0.997,0.981,-0.044,-0.632,-0.277,0.454,0.144,0.597,0.155,-0.143,-5.851,-2.981,1.142,1.663,-0.694,0.853,1.69,1.543,-0.114,-1.23,7.665,1.424,17.387,-3.255,0.178,0.017,0.016,0.028,-0.402,-0.083,0.27,6.658,-1.337,0.225,-0.518,0.074,1.665,-3.184,0.775,3.496,-2.625,-0.076,0.266,0.55,2.585,0.067,0.107
2017.083333,-0.454,-0.096,0.391,0.529,0.049,-0.491,-0.134,0.048,0.382,0.43,0.17,0.294,6.783,0.136,0.428,1.601,4.497,0.118,-0.027,0.092,-2.829,0.542,0.551,-1.496,-12.933,1.424,0.198,0.017,0.015,0.094,0.417,0.011,-1.086,-6.966,2.65,-0.328,0.193,-0.335,2.475,3.781,3.379,3.495,10.533,-0.029,-0.073,0.018,-0.1,0,0.104
2017.166667,0.154,0.078,0.373,0.402,0.152,0.007,0.257,0.247,0.079,0.326,0.176,0.175,1.71,7.428,1.186,1.398,-1.107,3.665,-0.601,1.343,-3.733,0.055,4.272,1.47,14.325,-0.51,-0.282,0.017,0.015,0.052,0.436,0.019,-1.463,-0.214,-0.408,-0.722,-0.253,-0.048,-0.697,-1.241,-1.617,3.495,-5.996,-0.048,-0.17,-0.105,3.926,0.003,0.299
2017.25,0.085,0.046,-0.339,-0.28,-0.02,-0.261,0.167,-0.046,-0.062,-0.107,0.161,0.096,-6.177,-2.016,-0.186,-0.863,0.101,-1.988,-1.677,0.015,-1.547,0.331,-3.593,-0.758,-8.102,-3.892,-0.122,0.017,0.015,0.226,-0.135,-0.012,-0.949,0.207,1.264,-0.865,0.087,-0.107,-2.228,-4.573,2.387,-0.073,-3.078,-0.065,-0.001,-0.248,-6.111,-0.039,0.008
2017.333333,0.144,-0.044,-0.317,-0.244,0.015,-0.527,0.185,-0.07,0.172,0.102,0.156,0.135,1.363,-1.671,-2.796,3.233,1.244,-0.697,-3.608,-2.79,0.303,-0.077,-3.033,0.544,2.37,-2.493,-0.102,0.017,0.015,0.385,-0.065,-0.036,-0.865,0.15,0.435,-0.224,-0.005,0.003,-1.293,-5.784,-1.409,-0.073,-2.274,0.352,-0.064,0.013,4.92,0.01,0.064
2017.416667,-0.034,0.015,0.043,-0.153,0.035,-0.623,0.171,0.14,0.052,0.192,0.111,0.264,1.447,0.513,1.193,-0.467,0.927,0.588,2.247,0.683,3.119,0.791,5.2,0.683,2.293,5.093,-0.002,0.017,0.015,0.109,0.204,-0.095,0.149,-0.222,-1.089,-0.168,0.042,-0.257,2.291,4.362,1.295,-0.074,0.191,0.147,-0.096,0.028,5.509,0.015,0.318
2017.5,-0.097,-0.008,0.245,0.492,0.02,-0.569,0.039,0.157,-0.121,0.036,0.086,0.135,-8.326,-4.71,0.323,1.541,-0.19,2.377,1.214,-0.391,4.436,-1.116,-8.119,0.381,-4.18,-15.832,0.198,0.016,0.015,-0.109,-0.157,-0.052,-0.008,-0.214,1.645,-0.417,0.076,0.324,2.401,-1.437,1.299,0.292,-0.083,-0.219,-0.004,0.223,-3.243,0.008,-0.034
2017.583333,0.006,0.11,0.778,0.687,0.067,-0.865,-0.212,0.365,0.099,0.464,0.071,0.194,3.699,-0.664,0.714,0.13,-0.472,-1.86,0.205,-1.713,0.6,1.255,3.297,0.388,-0.67,15.033,-0.002,0.016,0.015,-0.072,0.232,-0.134,0.476,0.195,0.324,0.08,0.058,-0.156,2.557,3.003,0.103,0.291,1.366,0.144,-0.055,0.293,1.321,0.032,0.041
2017.666667,-0.146,0.192,0.488,0.623,0.086,-0.785,-0.191,0.182,0.167,0.349,0.055,0.213,3.419,-1.304,-1.326,3.197,-0.236,0.264,-10.425,3.665,1.955,0.432,4.113,0.814,-1.654,4.637,-0.102,0.016,0.015,0.111,-0.123,0.029,1.2,0.097,-0.081,0.162,0.006,0.05,-0.441,1.784,3.907,0.291,0.022,-0.232,0.064,-0.015,-19.206,-0.037,0.127
2017.75,0,-0.037,0.554,0.528,-0.056,-0.63,-0.09,0.079,0.091,0.17,0.108,0.203,-1.481,-1.1,-1.59,1.358,-0.328,-0.833,-14.744,-11.003,-0.882,-0.228,-1.773,-0.879,-4.975,-1.741,-0.103,0.016,0.015,0.043,-0.026,-0.004,0.174,0.39,0.354,-0.396,0.085,0.102,1.232,0.272,5.311,0.224,-0.969,-0.013,0.014,0.165,-8.103,-0.01,0.092
2017.833333,0.061,0.064,0.268,0.384,0.014,-0.651,0.071,0.258,0.174,0.433,0.112,0.193,5.566,6.209,-1.55,3.446,0.544,-1.082,-1.206,-0.677,0.323,0.353,2.661,0.095,4.037,52.634,-0.003,0.016,0.015,0.122,0.121,-0.043,-0.203,-0.635,0.389,-0.131,0.157,-0.049,-2.353,-5.555,-2.585,0.223,12.923,0.039,0.034,0.948,-42.983,-0.063,0.038
2017.916667,0.037,0.061,0.43,0.485,0.024,-0.621,0.188,0.326,0.136,0.462,0.135,0.013,-5.487,1.029,-2.333,1.055,0.106,4.344,2.509,-6.79,-1.709,0.001,2.577,-1.059,-3.828,-59.858,0.097,0.016,0.015,0.145,0.386,-0.076,0.071,-1.432,-0.336,-0.255,-0.12,-0.161,-0.383,-0.53,1.319,0.222,-15.296,0.152,0.333,0.357,-79.085,-0.229,0.112
2018,0.022,-0.016,0.607,0.311,0.056,-0.697,-0.046,0.484,0.625,1.109,0.158,0.052,8.013,-4.348,12.369,-0.288,0.33,0.39,20.029,14.569,-1.868,1.101,2.302,1.447,7.505,6.938,-0.003,0.016,0.015,-0.199,-0.619,-0.207,0.815,-5.026,-0.345,0.327,0.16,-0.378,5.039,-1.527,-0.276,1.488,3.943,0.091,0.289,-1.139,121.915,0.314,0.167
2018.083333,0.114,0.115,-0.306,0.082,-0.043,-0.964,-0.139,0.372,-0.731,-0.359,0.18,-0.058,0.455,23.618,0.58,-2.794,0.502,0.168,0.02,0.143,-0.455,0.278,1.007,0.177,10.755,1.051,-0.003,0.015,0.014,-0.175,-0.131,-0.012,2.268,6.932,-0.563,-0.391,-0.153,-0.256,-6.649,-3.957,1.728,1.488,-4.983,0.202,-0.085,0.017,-0.251,-0.001,0.172
